                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                   13933                                      576                  1.0000000000000000E+000                  2.0000000000000000E-002                  2.8297938381518253E+010                  5.8412416954200162E+004                  2.3953741477296949E+003                  4.7587861549109175E-006                  1.2684116287698874E-002                  9.1623383244913330E+003                  6.9205395563453818E-026                  4.0758956499574679E-037                  1.4045815368036616E-025                  2.1266518092485076E-001                  4.6598267465733055E-021                  7.6562244892068043E-001                  2.0117929805865336E-002                  5.6309922703319670E-001                 -2.9459566418649769E-043                  7.9245260174864093E-005                  2.2775471274300947E-006                  2.0573427205323958E-002                  1.9329305777909248E-001                  5.7938625534812865E-005                  3.3598449949787462E-001                  1.2213121423050857E-002                  5.6292529703982608E-001                  5.2412472885975658E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6309922703254078E-001                  1.2684067595956586E-002                  5.6309922703122628E-001                  1.2684031668211844E-002                  1.9060374453061531E+001                  1.2330849495358036E+014                  1.1832833178521712E+015                  1.2984528304556172E-013                  1.2984528304556172E-013                  0.0000000000000000E+000                  1.1285855707509927E-014                  5.0000000000000000E+001                  1.0000000000000000E+003                  8.9303058368194330E+017                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20211020" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56 
                                    mass                                   radius                               luminosity                                 pressure                                   logRho                                     logT                                   energy                                  entropy                                       cp                                   gamma1                                    grada                                       mu                                   free_e                                       ye                                     pgas                                     prad                                    gradr                                    gradT                                 velocity                                 conv_vel                                  opacity                                  eps_nuc                                       pp                                      cno                                 tri_alfa                        eps_nuc_neu_total                              non_nuc_neu                                 eps_grav                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                     si28                                      s32                                     ar36                                     ca40                                     ti44                                     cr48                                     fe52                                     fe54                                     fe56                                     ni56                                      eta                                log_omega                                    v_rot                                    j_rot                           dynamo_log_B_r                         dynamo_log_B_phi                               log_D_conv                               log_D_semi                                log_D_ovr                               log_D_thrm 
                 5.6309922703319670E-001                  1.2684116287698874E-002                  4.7587861549109175E-006                  1.0961811565898721E+009                 -1.9095632752438452E+000                  3.3838166500169935E+000                  2.1614232907275525E+011                  7.3649322819891880E+000                  1.4014783299808079E+008                  1.3941400056428359E+000                  2.4361230251785448E-001                  1.9638822837315593E+000                  1.0000000000000009E-004                  8.3943664478853841E-001                  1.0961811565033758E+009                  8.6496459194789710E-002                  1.3016663077303325E-001                  1.3016663077303325E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.3291163831766847E-002                  2.0279383419431736E-021                  2.0279383419431736E-021                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.1131867640972987E-023                  0.0000000000000000E+000                 -8.8954780914731434E-004                  6.7882590089140449E-001                  1.4216605701743664E-004                  3.0084318189471493E-001                  2.9865768472651130E-003                  2.5286472158911350E-003                  1.1203496856349686E-002                  2.0972058519444703E-003                  7.9877043288776727E-004                  5.7405395252489830E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 5.6309922703318782E-001                  1.2684114202602252E-002                  4.7587861549149697E-006                  1.2676217789464660E+009                 -1.8580603886462121E+000                  3.3923170469501849E+000                  2.2142401388908508E+011                  7.3383674305181064E+000                  1.4091601634646869E+008                  1.3987944503922582E+000                  2.4203043565726348E-001                  1.9639435501929507E+000                  1.0000000000000044E-004                  8.3943642922497053E-001                  1.2676217788529253E+009                  9.3540549613618226E-002                  1.3493001466416626E-001                  1.3493001466416626E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.3289399097443688E-002                  2.3053338561517995E-021                  2.3053338561517991E-021                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.2229779802844536E-023                  0.0000000000000000E+000                  1.0685200334475944E-006                  6.7882528445922741E-001                  1.4272197213954674E-004                  3.0084323098775506E-001                  2.9865082923896786E-003                  2.5287272082540613E-003                  1.1203496842877277E-002                  2.0972058519444694E-003                  7.9877043288776705E-004                  5.7405395252489797E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999999999999993E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 5.6309922703317916E-001                  1.2684112350677082E-002                  4.7587861549149646E-006                  1.4390625014268050E+009                 -1.8138105048420823E+000                  3.4001996768072482E+000                  2.2645862527462354E+011                  7.3171608650491828E+000                  1.4165311900185254E+008                  1.4030250728084768E+000                  2.4042023630844403E-001                  1.9640082739839846E+000                  1.0000000000000026E-004                  8.3943642922496842E-001                  1.4390625013262208E+009                  1.0058435533435794E-001                  1.4327437312468441E-001                  1.4327437312468441E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.3287671621359703E-002                  2.5747756636281733E-021                  2.5747756636281733E-021                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0300951210336548E-022                  0.0000000000000000E+000                  1.0935288951630224E-006                  6.7882528445922152E-001                  1.4272197214534117E-004                  3.0084323098775501E-001                  2.9865082923896777E-003                  2.5287272082540608E-003                  1.1203496842877275E-002                  2.0972058519444690E-003                  7.9877043288776684E-004                  5.7405395252489787E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999999999999996E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 5.6309922703317039E-001                  1.2684110678148085E-002                  4.7587861549149604E-006                  1.6105033143319809E+009                 -1.7750853049580178E+000                  3.4075482825950592E+000                  2.3127999139084836E+011                  7.2998712315931389E+000                  1.4239710922858459E+008                  1.4074703232318519E+000                  2.3875209502069006E-001                  1.9640697681905628E+000                  1.0000000000000009E-004                  8.3943642922496786E-001                  1.6105033142243531E+009                  1.0762789836031118E-001                  1.5048876396331470E-001                  1.5048876396331470E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.3285976081350864E-002                  2.8371531391939112E-021                  2.8371531391939112E-021                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1350664362045041E-022                  0.0000000000000000E+000                  1.1181474539068682E-006                  6.7882528445921997E-001                  1.4272197214698190E-004                  3.0084323098775506E-001                  2.9865082923896786E-003                  2.5287272082540613E-003                  1.1203496842877277E-002                  2.0972058519444694E-003                  7.9877043288776684E-004                  5.7405395252489797E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 5.6309922703316151E-001                  1.2684109148299065E-002                  4.7587861549149553E-006                  1.7819442099480734E+009                 -1.7407130506983275E+000                  3.4144306534029227E+000                  2.3591239839644135E+011                  7.2857483535432452E+000                  1.4314991799700493E+008                  1.4124833021916037E+000                  2.3708184214478631E-001                  1.9641408592003606E+000                  1.0000000000000026E-004                  8.3943642922496764E-001                  1.7819442098334022E+009                  1.1467119626876454E-001                  1.5678820345523492E-001                  1.5678820345523492E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.3284318698616226E-002                  3.0931082202972604E-021                  3.0931082202972600E-021                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2374685448803525E-022                  0.0000000000000000E+000                  1.1422238317208284E-006                  6.7882528445921930E-001                  1.4272197214760325E-004                  3.0084323098775506E-001                  2.9865082923896773E-003                  2.5287272082540613E-003                  1.1203496842877277E-002                  2.0972058519444694E-003                  7.9877043288776673E-004                  5.7405395252489797E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999999999999993E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 5.6309922703315274E-001                  1.2684107734862161E-002                  4.7587861549149502E-006                  1.9533851819813488E+009                 -1.7098641552806655E+000                  3.4209024369395777E+000                  2.4037855208706824E+011                  7.2740067123560941E+000                  1.4387917686229327E+008                  1.4177512531641021E+000                  2.3553710166216146E-001                  1.9642161134625669E+000                  1.0000000000000061E-004                  8.3943642922496753E-001                  1.9533851818596344E+009                  1.2171426401035534E-001                  1.6233640495592760E-001                  1.6233640495592760E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.3282703207936289E-002                  3.3431021899683324E-021                  3.3431021899683320E-021                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3374859758645361E-022                  0.0000000000000000E+000                  1.1652929056342264E-006                  6.7882528445921897E-001                  1.4272197214787525E-004                  3.0084323098775501E-001                  2.9865082923896760E-003                  2.5287272082540608E-003                  1.1203496842877275E-002                  2.0972058519444690E-003                  7.9877043288776651E-004                  5.7405395252489787E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999999999999993E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 5.6309922703314397E-001                  1.2684106418341681E-002                  4.7587861549149443E-006                  2.1248262251920638E+009                 -1.6819163739313172E+000                  3.4270098764224617E+000                  2.4468817152629980E+011                  7.2640965512236546E+000                  1.4455486769597349E+008                  1.4227618853229456E+000                  2.3420261681075921E-001                  1.9642978577452519E+000                  1.0000000000000044E-004                  8.3943642922496775E-001                  2.1248262250633068E+009                  1.2875711445162963E-001                  1.6726021183350268E-001                  1.6726021183350268E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.3281129933230679E-002                  3.5875921401119271E-021                  3.5875921401119264E-021                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4353015838572112E-022                  0.0000000000000000E+000                  1.1873166634308969E-006                  6.7882528445921897E-001                  1.4272197214793608E-004                  3.0084323098775506E-001                  2.9865082923896764E-003                  2.5287272082540613E-003                  1.1203496842877277E-002                  2.0972058519444694E-003                  7.9877043288776662E-004                  5.7405395252489797E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999999999999993E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 5.6309922703313509E-001                  1.2684105183873392E-002                  4.7587861549149400E-006                  2.2962673351441479E+009                 -1.6563979335202936E+000                  3.4327918172053198E+000                  2.4885242485225266E+011                  7.2556471079582217E+000                  1.4516240943378949E+008                  1.4271115545254305E+000                  2.3309506882430739E-001                  1.9643838302969336E+000                  1.0000000000000026E-004                  8.3943642922496753E-001                  2.2962673350083480E+009                  1.3579975873658393E-001                  1.7165942507023205E-001                  1.7165942507023205E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.3279598325786529E-002                  3.8269621507417782E-021                  3.8269621507417782E-021                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5310690152931163E-022                  0.0000000000000000E+000                  1.2081301321602359E-006                  6.7882528445921886E-001                  1.4272197214801617E-004                  3.0084323098775501E-001                  2.9865082923896755E-003                  2.5287272082540608E-003                  1.1203496842877275E-002                  2.0972058519444690E-003                  7.9877043288776640E-004                  5.7405395252489787E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999999999999996E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 5.6309922703312631E-001                  1.2684104019850390E-002                  4.7587861549149333E-006                  2.4677085080289612E+009                 -1.6329428801491381E+000                  3.4382812052591323E+000                  2.5288538742318140E+011                  7.2484063299374153E+000                  1.4570576485456324E+008                  1.4306763022000262E+000                  2.3218307066692748E-001                  1.9644719555945023E+000                  1.0000000000000026E-004                  8.3943642922496753E-001                  2.4677085078861189E+009                  1.4284220663762928E-001                  1.7561364831712137E-001                  1.7561364831712137E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.3278107424420652E-002                  4.0615384852260684E-021                  4.0615384852260676E-021                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6249187871968649E-022                  0.0000000000000000E+000                  1.2280414886345072E-006                  6.7882528445921886E-001                  1.4272197214805222E-004                  3.0084323098775501E-001                  2.9865082923896755E-003                  2.5287272082540608E-003                  1.1203496842877275E-002                  2.0972058519444690E-003                  7.9877043288776640E-004                  5.7405395252489787E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9999999999999996E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
